ID1,ID2,EdgeType,Score,Annotation
4462,9723,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9998
4462,9825,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9998
4470,4763,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0268
4472,5708,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0366
4478,4728,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
4484,4620,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
4493,9145,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
4497,4504,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4503,8224,MS1 annotation,4.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
4503,4666,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0262
4503,10454,MS1 annotation,4.000,[M+HFA+NH4]+ [M+NH4]+ dm/z=46.0057
4529,4593,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9951
4534,4593,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4534,5147,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4534,4813,MS1 annotation,2.000,[M+Na]+ [2M+HFA+2H]2+ dm/z=1.0204
4545,4848,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4550,5347,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
4550,4830,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
4550,9487,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
4552,4798,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0266
4557,6772,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4563,4602,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4563,4985,MS1 annotation,4.000,[M+ACN+H]+ [M+H]+ dm/z=41.0266
4563,6723,MS1 annotation,4.000,[M+HFA+H]+ [M+H]+ dm/z=46.0056
4570,4579,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0369
4570,10481,MS1 annotation,2.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0317
4571,5016,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4571,4952,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0105
4574,9418,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0373
4589,4680,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4589,5250,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9840
4593,4999,MS1 annotation,2.000,[M+K]+ [M-H2O+Na]+ dm/z=33.9846
4602,4985,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4602,6723,MS1 annotation,4.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
4602,4904,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
4612,4746,MS1 annotation,3.000,[M-2H2O+H]+ [M+ACN+H]+ dm/z=77.0472
4612,8496,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9996
4615,6740,MS1 annotation,3.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
4615,4990,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4615,4980,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
4619,4773,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
4622,5026,MS1 annotation,3.000,[M+ACN+H]+ [M-H2O+H]+ dm/z=59.0363
4624,5894,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9948
4624,6393,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9791
4630,8008,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4634,10618,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0370
4635,4644,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
4644,5159,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
4648,4936,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
4649,10486,MS1 annotation,3.000,[M-H2O+H]+ [M+ACN+H]+ dm/z=59.0369
4649,5896,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
4649,6310,MS1 annotation,2.000,[M+K]+ [M+ACN+Na]+ dm/z=25.0527
4649,10601,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9996
4652,5633,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
4652,4813,MS1 annotation,3.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9840
4652,5022,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4656,4799,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
4661,6795,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
4661,6793,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
4666,8224,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0263
4666,10454,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0319
4670,4774,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0373
4670,7161,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0477
4676,10454,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
4680,5224,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9951
4681,5159,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
4685,5260,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
4693,9066,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9997
4704,8248,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9991
4726,5128,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0368
4728,5049,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
4732,4940,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
4746,8492,MS1 annotation,3.000,[M+H]+ [M-H2O+H]+ dm/z=18.0107
4746,7932,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0369
4746,8496,MS1 annotation,3.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0477
4748,6749,MS1 annotation,3.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9789
4748,5113,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
4748,4836,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
4748,5979,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9791
4768,6842,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
4768,6861,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
4769,6910,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0263
4773,4848,MS1 annotation,2.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9845
4774,7161,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
4784,9821,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9951
4787,7518,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9945
4787,8496,MS1 annotation,4.000,[M-2H2O+Na]+ [M-2H2O+Na]+ dm/z=0.0000
4787,6659,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9945
4787,7590,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0261
4788,6728,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9998
4788,11950,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
4804,11086,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
4804,8227,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
4806,4864,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
4813,5633,MS1 annotation,3.000,[M+NH4]+ [M-H2O+NH4]+ dm/z=18.0105
4813,7943,MS1 annotation,3.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
4813,5633,MS1 annotation,3.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0105
4813,5327,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9791
4830,6206,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
4830,6361,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
4830,11472,MS1 annotation,4.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
4830,9923,MS1 annotation,4.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
4830,5347,MS1 annotation,4.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
4843,10858,MS1 annotation,2.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0317
4845,9911,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
4848,6649,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
4849,7594,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9946
4864,6660,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9944
4870,4985,MS1 annotation,5.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0105
4870,6700,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9842
4870,6799,MS1 annotation,5.000,[M-H2O+H]+ [M-H2O+NH4]+ dm/z=17.0266
4870,5762,MS1 annotation,5.000,[M+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
4870,4985,MS1 annotation,4.000,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0105
4870,6799,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
4870,8560,MS1 annotation,4.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9792
4876,10338,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9996
4878,7242,MS1 annotation,2.000,[M+Na]+ [M+HFA+K]+ dm/z=61.9793
4882,4963,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9995
4889,7521,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0264
4890,7578,MS1 annotation,4.000,[M+ACN+H]+ [M+H]+ dm/z=41.0265
4890,6976,MS1 annotation,4.000,[M+HFA+H]+ [M+H]+ dm/z=46.0060
4899,5086,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4904,6799,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
4947,9335,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
4952,5016,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
4956,6876,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0272
4956,6575,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
4959,5975,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9839
4960,8281,MS1 annotation,3.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
4960,7619,MS1 annotation,3.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
4963,5064,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9945
4964,6837,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0266
4971,9305,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
4975,5659,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0320
4980,5732,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
4983,5649,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
4983,6079,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
4985,6700,MS1 annotation,5.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9948
4985,6799,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+NH4]+ dm/z=0.9840
4985,5762,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+NH4]+ dm/z=36.0211
4985,6723,MS1 annotation,4.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9790
4985,6799,MS1 annotation,4.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
4985,8560,MS1 annotation,4.000,[M+HFA+H]+ [M-H2O+NH4]+ dm/z=46.9898
4985,7166,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0259
4990,6723,MS1 annotation,5.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
4990,6618,MS1 annotation,5.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0107
4990,5732,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+NH4]+ dm/z=0.9841
4990,5421,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+NH4]+ dm/z=36.0212
4990,6740,MS1 annotation,3.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9790
4990,6618,MS1 annotation,3.000,[M+NH4]+ [M-H2O+NH4]+ dm/z=18.0107
4990,5732,MS1 annotation,3.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
4990,5741,MS1 annotation,3.000,[M+ACN+H]+ [M+H]+ dm/z=41.0267
4990,5589,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4995,9802,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9994
5002,9158,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0101
5010,7516,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9997
5011,9321,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9995
5012,5049,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5022,5327,MS1 annotation,3.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9951
5022,8339,MS1 annotation,3.000,[M+HFA+Na]+ [M-2H2O+Na]+ dm/z=82.0264
5025,11623,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
5025,5661,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
5030,5422,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0267
5039,12246,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9996
5041,9800,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9997
5041,5382,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9944
5042,5709,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0369
5042,6776,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
5079,5539,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9940
5081,8305,MS1 annotation,2.000,[M+HFA+K]+ [M+Na]+ dm/z=61.9795
5103,5392,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9942
5107,6287,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0471
5107,7102,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0472
5109,7921,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9995
5109,9306,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
5112,6049,MS1 annotation,3.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0106
5112,9352,MS1 annotation,3.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5113,6749,MS1 annotation,3.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
5113,7578,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
5117,5821,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
5144,5147,MS1 annotation,3.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5144,5159,MS1 annotation,3.000,[M-H2O+Na]+ [M-2H2O+Na]+ dm/z=18.0106
5147,5159,MS1 annotation,3.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9844
5149,6617,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
5166,8281,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
5166,7619,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
5166,6293,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5168,5880,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0106
5168,10043,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
5177,9300,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9823
5181,7503,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0001
5181,9669,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9991
5184,11472,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9842
5184,6378,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5192,11018,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9992
5212,10454,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9944
5224,5250,MS1 annotation,2.000,[M+NH4]+ [M+HFA+H]+ dm/z=28.9791
5224,7943,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0002
5240,8775,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5240,5555,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0320
5250,6617,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5272,10041,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
5278,8028,MS1 annotation,3.000,[M+ACN+NH4]+ [M+NH4]+ dm/z=41.0265
5278,5964,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5278,6976,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9844
5287,5551,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9948
5287,8672,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
5293,8509,MS1 annotation,2.000,[M+HFA+H]+ [M+Na]+ dm/z=24.0224
5301,6457,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
5317,7037,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5317,5360,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5319,8302,MS1 annotation,5.000,[M-2H2O+H]+ [M+ACN+H]+ dm/z=77.0469
5319,8503,MS1 annotation,5.000,[M-H2O+H]+ [M+ACN+H]+ dm/z=59.0361
5319,9347,MS1 annotation,5.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9992
5319,6685,MS1 annotation,5.000,[M+H]+ [M+ACN+H]+ dm/z=41.0255
5327,8339,MS1 annotation,3.000,[M+HFA+Na]+ [M+K]+ dm/z=30.0314
5327,5669,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
5335,7729,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
5345,10455,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
5346,7224,MS1 annotation,2.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0324
5347,6206,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
5347,6361,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
5347,7357,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0002
5347,9923,MS1 annotation,4.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5350,9883,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
5354,10799,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5354,6621,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5356,9007,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9938
5356,11755,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9990
5356,11334,MS1 annotation,2.000,[2M+2H]2+ [M+Na]+ dm/z=21.9831
5360,7037,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
5370,8389,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
5377,7175,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
5390,7669,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0002
5391,6785,MS1 annotation,4.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9790
5391,6065,MS1 annotation,4.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5391,6692,MS1 annotation,4.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
5394,8579,MS1 annotation,2.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9838
