"","Sample","Well","Plate","Plate_Well","Tube Name:","Sample ID:","All Events","include Events","Sym-FSC Events","Sym-SSC Events","All Events  Events/μL(V)","include Events/μL(V)","Sym-FSC Events/μL(V)...11","Sym-SSC Events/μL(V)...12","Notes.x","Run Volume","Run Speed (uL/min)","Run Time (seconds)","starting time gate (seconds)","run time for data collection (seconds)","volume for data collection (uL)","events/event*ul-1","include events/events*uL-1","symFSC events/symFSC events*uL-1","Sym-FSC Events/μL(V)_corrected","Sym-FSC Events/μL(V)...24","symFSC_diff_percentage","Sym-SSC Events/μL(V)_corrected","Sym-SSC Events/μL(V)...27","symSSC_diff_percentage","Length","Width","Height","Shape","Vol","SA","Notes.y","Aquaria","Timepoint_Heat","Genotype","Timepoint","Heat","Aquaria_Timepoint_Heat","Outlier","Outlier1","Collection_Bleaching_Level","Collection_Bleaching_Level1","Species","sym.con","events","sym.total","sym.SA","log10.sym.SA"
"107","PC_PB1_T0C_A","B7",2,"02-Well-B7","02-Well-B7",NA,111607,81238,17848,16415,930.06,883.66,148.73,136.79,NA,120,60,120,10,110,110,119.999785,"91.9335491","120.0026894",162.2545455,148.73,"1.09093354",149.2272727,136.79,"0.916655498",NA,0.9,2.8,"cylinder",11.5,18.37831702,NA,"PB1","T0C","A","T0","C","PB1_T0C",NA,NA,"PB","BL","Acropora pulchra",162.2545455,17848,1865927.27325,101528.734715993,5.00658897389923
"108","PC_PB1_T0C_B","B8",2,"02-Well-B8","02-Well-B8",NA,16839,12317,2511,1966,140.28,133.93,20.92,16.38,NA,120,60,120,10,110,110,120.0384944,"91.96595236","120.0286807",22.82727273,20.92,"1.091169824",17.87272727,16.38,"0.916480163",NA,0.8,1.7,"cylinder",10,10.55575132,NA,"PB1","T0C","B","T0","C","PB1_T0C",NA,NA,"PB","BL","Acropora pulchra",22.82727273,2511,228272.7273,21625.4362555407,4.33496487736057
"109","PC_PB1_T0C_C","B9",2,"02-Well-B9","02-Well-B9",NA,81030,55976,1146,967,675.23,608.86,9.55,8.06,NA,120,60,120,10,110,110,120.0035543,"91.93574878","120",10.41818182,9.55,"1.090909091",8.790909091,8.06,"0.916856256",NA,1.5,3.6,"cylinder",10,40.99778413,NA,"PB1","T0C","C","T0","C","PB1_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",10.41818182,1146,104181.8182,2541.15729449303,3.40503154817359
"110","PC_PB1_T0C_D","B10",2,"02-Well-B10","02-Well-B10",NA,72011,51631,2746,2362,599.46,560.85,22.86,19.66,NA,120,60,120,10,110,110,120.1264471,"92.05848266","120.1224847",24.96363636,22.86,"1.092022588",21.47272727,19.66,"0.915580017",NA,3.4,3.4,"cone",10,51.35972677,NA,"PB1","T0C","D","T0","C","PB1_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",24.96363636,2746,249636.3636,4860.54695574853,3.68668514302727
"111","PC_PB1_T0C_E","B11",2,"02-Well-B11","02-Well-B11",NA,106978,73627,3351,2535,891.26,800.62,27.92,21.12,"Use Sym-SSC Sym-SSC Events/μL(V)",120,60,120,10,110,110,120.0300698,"91.96247908","120.02149",30.46363636,27.92,"1.091104454",23.04545455,21.12,"0.916449704",NA,2.1,2.3,"dome",15,20.5473129,NA,"PB1","T0C","E","T0","C","PB1_T0C",NA,NA,"PB","BL","Porites rus",23.04545455,2535,345681.81825,16823.6995237465,4.22592150311953
"112","PC_PB1_T0C_F","B12",2,"02-Well-B12","02-Well-B12",NA,169236,118883,3811,3272,1409.9,1292.66,31.75,27.26,NA,120,60,120,10,110,110,120.034045,"91.96772547","120.0314961",34.64545455,31.75,"1.091195419",29.74545455,27.26,"0.916442543",NA,1.6,2.1,"cone",15,13.27046816,NA,"PB1","T0C","F","T0","C","PB1_T0C",NA,NA,"PB","BL","Porites rus",34.64545455,3811,519681.81825,39160.7750370429,4.59285127840639
"113","PC_PB1_T7C_A","E7",2,"02-Well-E7","02-Well-E7",NA,136073,100826,27764,24117,1133.92,1096.7,231.36,200.97,NA,120,60,120,10,110,110,120.0022929,"91.93580742","120.0034578",252.4,231.36,"1.090940526",219.2454545,200.97,"0.916643861",NA,0.9,3.6,"cylinder",10,22.90221044,NA,"PB1","T7C","A","T7","C","PB1_T7C",NA,NA,"PB","BL","Acropora pulchra",252.4,27764,2524000,110207.702728628,5.04221194964854
"114","PC_PB1_T7C_B","E8",2,"02-Well-E8","02-Well-E8",NA,319543,236597,40469,34569,2662.09,2572.61,337.14,287.99,NA,120,60,120,10,110,110,120.0346344,"91.9676904","120.0361867",367.9,337.14,"1.091238061",314.2636364,287.99,"0.916396193",NA,1.1,3.8,"cylinder",10.5,30.06504169,NA,"PB1","T7C","B","T7","C","PB1_T7C",NA,NA,"PB","BL","Acropora pulchra",367.9,40469,3862950,128486.434172645,5.10885727650021
"115","PC_PB1_T7C_C","E9",2,"02-Well-E9","02-Well-E9",NA,364653,210176,22355,19978,3038.35,2707.06,186.27,166.46,NA,120,60,120,10,110,110,120.0167854,"77.63994887","120.0139582",203.2272727,186.27,"1.091035984",181.6181818,166.46,"0.916538192",1.3,2.3,2.4,"box",10,20.27,NA,"PB1","T7C","C","T7","C","PB1_T7C",NA,NA,"PB","BL","Pocillopora verrucosa",203.2272727,22355,2032272.727,100260.124666996,5.00112824029453
"116","PC_PB1_T7C_D","E10",2,"02-Well-E10","02-Well-E10",NA,123454,96629,5383,4325,1028.69,1035.58,44.85,36.04,NA,120,60,120,10,110,110,120.0108876,"93.30906352","120.0222965",48.93636364,44.85,"1.091111787",39.31818182,36.04,"0.916624277",NA,1,7,"cylinder",10,47.1238898,"No nubbin cause stupid","PB1","T7C","D","T7","C","PB1_T7C",NA,NA,"PB","BL","Pocillopora verrucosa",48.93636364,5383,489363.6364,10384.6188945124,4.01639056297537
"117","PC_PB1_T7C_E","E11",2,"02-Well-E11","02-Well-E11",NA,63267,38226,1999,1635,527.08,415.65,16.65,13.62,NA,120,60,120,10,110,110,120.0330121,"91.96679899","120.0600601",18.17272727,16.65,"1.091455091",14.86363636,13.62,"0.916330275",1.3,1.8,2.4,"box",12,17.22,NA,"PB1","T7C","E","T7","C","PB1_T7C",NA,NA,"PB","BL","Porites rus",18.17272727,1999,218072.72724,12663.9214425087,4.1025682078247
"118","PC_PB1_T7C_F","E12",2,"02-Well-E12","02-Well-E12",NA,48521,29297,3612,2933,404.28,318.61,30.1,24.44,NA,120,60,120,10,110,110,120.0183041,"91.95254386","120",32.83636364,30.1,"1.090909091",26.66363636,24.44,"0.91660416",1.4,2.1,2.6,"box",10,21.14,NA,"PB1","T7C","F","T7","C","PB1_T7C",NA,NA,"PB","BL","Porites rus",32.83636364,3612,328363.6364,15532.8115610218,4.19125007355993
"119","PC_PB1_T7H_A","F1",2,"02-Well-F1","02-Well-F1",NA,53659,38924,4665,3860,447.03,423.23,38.86,32.16,NA,120,60,120,10,110,110,120.0344496,"91.9689058","120.0463201",42.40909091,38.86,"1.091330183",35.09090909,32.16,"0.916476684",NA,0.9,2,"cylinder",10,13.8544236,NA,"PB1","T7H","A","T7","H","PB1_T7H",NA,NA,"PB","BL","Acropora pulchra",42.40909091,4665,424090.9091,30610.50544896,4.4858705008447
"120","PC_PB1_T7H_B","F2",2,"02-Well-F2","02-Well-F2",NA,218404,162840,19645,18685,1819.93,1771.16,163.7,155.7,NA,120,60,120,10,110,110,120.0068134,"91.9397457","120.0061087",178.5909091,163.7,"1.090964625",169.8636364,155.7,"0.916617608",NA,0.9,2.5,"cylinder",10.5,16.68185699,NA,"PB1","T7H","B","T7","H","PB1_T7H",NA,NA,"PB","BL","Acropora pulchra",178.5909091,19645,1875204.54555,112409.820242081,5.05080425332067
"121","PC_PB1_T7H_C","F3",2,"02-Well-F3","02-Well-F3",NA,106582,79659,8086,6029,887.94,866.18,67.36,50.23,NA,120,60,120,10,110,110,120.0328851,"91.96587314","120.0415677",73.50909091,67.36,"1.091286979",54.80909091,50.23,"0.916453807",NA,1.4,6,"cylinder",10,58.93627818,NA,"PB1","T7H","C","T7","H","PB1_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",73.50909091,8086,735090.9091,12472.638785485,4.09595834511753
"122","PC_PB1_T7H_D","F4",2,"02-Well-F4","02-Well-F4",NA,131927,98249,11884,6383,1099.08,1068.3,99.01,53.18,NA,120,60,120,10,110,110,120.0340285,"91.96761209","120.02828",108.0363636,99.01,"1.091166182",58.02727273,53.18,"0.916465612",NA,1.9,4.3,"cylinder",10.5,62.67477344,NA,"PB1","T7H","D","T7","H","PB1_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",108.0363636,11884,1134381.8178,18099.4961056536,4.25766648417414
"123","PC_PB1_T7H_E","F5",2,"02-Well-F5","02-Well-F5",NA,55524,37282,767,613,462.57,405.38,6.39,5.11,NA,120,60,120,10,110,110,120.0337246,"91.96803","120.0312989",6.972727273,6.39,"1.091193626",5.572727273,5.11,"0.916965742",1.2,1.5,2,"box",10,12.6,NA,"PB1","T7H","E","T7","H","PB1_T7H",NA,NA,"PB","BL","Porites rus",6.972727273,767,69727.27273,5533.91053412699,3.74303213369018
"124","PC_PB1_T7H_F","F6",2,"02-Well-F6","02-Well-F6",NA,41854,29750,1671,1512,348.51,323.27,13.91,12.59,NA,120,60,120,10,110,110,120.0941149,"92.02833545","120.1294033",15.19090909,13.91,"1.092085485",13.74545455,12.59,"0.915939153",1.1,2.1,2.2,"box-y triangle",10,5.397278899,NA,"PB1","T7H","F","T7","H","PB1_T7H",NA,NA,"PB","BL","Porites rus",15.19090909,1671,151909.0909,28145.4958586901,4.44940890433024
"125","PC_PB2_T0C_A","C1",2,"02-Well-C1","02-Well-C1",NA,48051,34990,6985,6218,400.41,380.58,58.21,51.81,NA,120,60,120,10,110,110,120.0044954,"91.93862","119.9965642",63.5,58.21,"1.090877856",56.52727273,51.81,"0.916548729",NA,0.9,2,"cylinder",10,13.8544236,NA,"PB2","T0C","A","T0","C","PB2_T0C",NA,NA,"PB","BL","Acropora pulchra",63.5,6985,635000,45833.7364536768,4.66118526320307
"126","PC_PB2_T0C_B","C2",2,"02-Well-C2","02-Well-C2",NA,94073,69647,12474,11587,783.65,757.21,103.91,96.52,NA,120,60,120,10,110,110,120.0446628,"91.97844719","120.0461938",113.4,103.91,"1.091329035",105.3363636,96.52,"0.916302753",NA,0.9,2.4,"cylinder",10,16.11637031,NA,"PB2","T0C","B","T0","C","PB2_T0C",NA,NA,"PB","BL","Acropora pulchra",113.4,12474,1134000,70363.2380112517,4.84734581682951
"127","PC_PB2_T0C_C","C3",2,"02-Well-C3","02-Well-C3",NA,160607,114758,9794,7494,1338.14,1247.97,81.6,62.44,"Use Sym-SSC Sym-SSC Events/μL(V)",120,60,120,10,110,110,120.0225686,"91.95573612","120.0245098",89.03636364,81.6,"1.091131907",68.12727273,62.44,"0.916519883",NA,1.6,3.1,"cylinder",10,39.20707632,"one tip overgrown with algae — avoided","PB2","T0C","C","T0","C","PB2_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",68.12727273,7494,681272.7273,17376.2695728596,4.23995654554096
"128","PC_PB2_T0C_D","C4",2,"02-Well-C4","02-Well-C4",NA,88871,61759,3008,2751,740.58,671.77,25.07,22.92,NA,120,60,120,10,110,110,120.0018904,"91.93473957","119.9840447",27.34545455,25.07,"1.090764042",25.00909091,22.92,"0.916466739",NA,1.1,3.1,"cylinder",11,25.22698901,"one tip overgrown with algae — avoided","PB2","T0C","D","T0","C","PB2_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",27.34545455,3008,300800.00005,11923.7377053109,4.07641241399016
"129","PC_PB2_T0C_E","H8",1,"01-Well-H8","01-Well-H8",NA,477555,76114,169,146,26057.26,17236.83,9.22,7.97,NA,150,30,300,10,290,145,18.327138,"4.415777147","18.329718",1.165517241,9.22,"0.126411848",1.006896552,7.97,"7.915410959",1.1,2.4,3.1,"box",15,24.34,NA,"PB2","T0C","E","T0","C","PB2_T0C",NA,NA,"PB","BL","Porites rus",1.165517241,169,17482.758615,718.272745069844,2.856289387399
"130","PC_PB2_T0C_E","H8",1,"01-Well-H8","01-Well-H8(1)",NA,345426,201295,8202,7452,1972.83,3184.09,46.84,42.56,NA,150,30,300,10,290,145,175.0916197,"63.21900449","175.1067464",56.56551724,46.84,"1.207632734",51.39310345,42.56,"0.828126677",1.1,2.4,3.1,"box",15,24.34,NA,"PB2","T0C","E","T0","C","PB2_T0C",NA,NA,"PB","BL","Porites rus",56.56551724,8202,848482.7586,34859.6038866064,4.54232244786754
"131","PC_PB2_T0C_F","C6",2,"02-Well-C6","02-Well-C6",NA,69207,41775,2341,2037,576.72,454.4,19.51,16.97,NA,120,60,120,10,110,110,120.0010404,"91.93441901","119.9897488",21.28181818,19.51,"1.090815899",18.51818182,16.97,"0.916396662",NA,1.4,2.4,NA,15,27.26902423,NA,"PB2","T0C","F","T0","C","PB2_T0C",NA,NA,"PB","BL","Porites rus",21.28181818,2341,319227.2727,11706.5894990405,4.06843038973667
"132","PC_PB2_T7C_A","F7",2,"02-Well-F7","02-Well-F7",NA,53072,38247,14138,13489,442.2,415.95,117.8,112.39,NA,120,60,120,10,110,110,120.0180914,"91.95095564","120.0169779",128.5272727,117.8,"1.091063436",122.6272727,112.39,"0.916517162",NA,1,3.4,"cylinder",10,24.5044227,NA,"PB2","T7C","A","T7","C","PB2_T7C",NA,NA,"PB","BL","Acropora pulchra",128.5272727,14138,1285272.727,52450.6430016815,4.71975081665485
"133","PC_PB2_T7C_B","F8",2,"02-Well-F8","02-Well-F8",NA,233214,173209,43381,41084,1943.41,1884.02,361.5,342.36,NA,120,60,120,10,110,110,120.0024699,"91.93586055","120.0027663",394.3727273,361.5,"1.090934239",373.4909091,342.36,"0.916648817",NA,0.9,4.2,"cylinder",10.5,26.29513051,NA,"PB2","T7C","B","T7","C","PB2_T7C",NA,NA,"PB","BL","Acropora pulchra",394.3727273,43381,4140913.63665,157478.345090366,5.19722084222501
"134","PC_PB2_T7C_C","F9",2,"02-Well-F9","02-Well-F9",NA,85251,62597,14679,13391,710.13,680.52,122.27,111.54,NA,120,60,120,10,110,110,120.04985,"91.984071","120.0539789",133.4454545,122.27,"1.091399808",121.7363636,111.54,"0.916242252",NA,1.1,4.9,"cylinder",15,37.66769592,"lost ~1ml, dead tip w/ algae tried to avoid","PB2","T7C","C","T7","C","PB2_T7C",NA,NA,"PB","BL","Pocillopora verrucosa",133.4454545,14679,2001681.8175,53140.5430730683,4.72542598839627
"135","PC_PB2_T7C_D","F10",2,"02-Well-F10","02-Well-F10",NA,206078,152128,28750,27868,1717.26,1654.7,239.58,232.23,"Use Sym-SSC Sym-SSC Events/μL(V)",120,60,120,10,110,110,120.0039598,"91.93690699","120.0016696",261.3636364,239.58,"1.090924269",253.3454545,232.23,"0.916653509",NA,1.2,5.1,"cylinder",10,42.9769875,NA,"PB2","T7C","D","T7","C","PB2_T7C",NA,NA,"PB","BL","Pocillopora verrucosa",253.3454545,27868,2533454.545,58949.0956061078,4.77047714655936
"136","PC_PB2_T7C_E","F11",2,"02-Well-F11","02-Well-F11",NA,38284,22750,706,571,318.95,247.38,5.88,4.76,NA,120,60,120,10,110,110,120.0313529,"91.96378042","120.0680272",6.418181818,5.88,"1.09152752",5.190909091,4.76,"0.916987741",1.4,1.9,2,"box",15,15.86,NA,"PB2","T7C","E","T7","C","PB2_T7C",NA,NA,"PB","BL","Porites rus",6.418181818,706,96272.72727,6070.15934867591,3.78320009195537
"137","PC_PB2_T7C_F","F12",2,"02-Well-F12","02-Well-F12",NA,39745,22386,2784,2331,331.12,243.42,23.19,19.42,NA,120,60,120,10,110,110,120.0320126,"91.96450579","120.0517464",25.30909091,23.19,"1.091379513",21.19090909,19.42,"0.916430716",1.3,1.7,2.3,"box",10,16.01,NA,"PB2","T7C","F","T7","C","PB2_T7C",NA,NA,"PB","BL","Porites rus",25.30909091,2784,253090.9091,15808.3016302311,4.1988852138766
"138","PC_PB2_T7H_A","G1",2,"02-Well-G1","02-Well-G1",NA,195160,144804,25889,23009,1625.31,1573.81,215.61,191.62,NA,120,60,120,10,110,110,120.0755548,"92.0085652","120.0732805",235.3545455,215.61,"1.091575277",209.1727273,191.62,"0.91608501",NA,1,3,"cylinder",12,21.99114858,NA,"PB2","T7H","A","T7","H","PB2_T7H",NA,NA,"PB","BL","Acropora pulchra",235.3545455,25889,2824254.546,128426.877556024,5.10865592367619
"139","PC_PB2_T7H_B","G2",2,"02-Well-G2","02-Well-G2",NA,223307,163532,26699,25230,1860.23,1777.99,222.41,210.18,NA,120,60,120,10,110,110,120.0426829,"91.97577039","120.0440628",242.7181818,222.41,"1.091309662",229.3636364,210.18,"0.916361474",NA,1.1,3.3,"cylinder",10,26.60928978,NA,"PB2","T7H","B","T7","H","PB2_T7H",NA,NA,"PB","BL","Acropora pulchra",242.7181818,26699,2427181.818,91215.5806512473,4.96006902706661
"140","PC_PB2_T7H_C","G3",2,"02-Well-G3","02-Well-G3",NA,35541,25903,3400,2732,296.17,281.75,28.33,22.77,NA,120,60,120,10,110,110,120.0020259,"91.93611358","120.0141193",30.90909091,28.33,"1.091037448",24.83636364,22.77,"0.916800878",0.9,1.5,4.4,"box",10,22.47,NA,"PB2","T7H","C","T7","H","PB2_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",30.90909091,3400,309090.9091,13755.7146906987,4.13848315947767
"141","PC_PB2_T7H_D","G4",2,"02-Well-G4","02-Well-G4",NA,52787,38335,3653,2669,439.79,416.86,30.43,22.24,NA,120,60,120,10,110,110,120.0277405,"91.96132994","120.0460072",33.20909091,30.43,"1.091327338",24.26363636,22.24,"0.916597977",NA,1.2,1.7,"dome",10.5,7.844677008,NA,"PB2","T7H","D","T7","H","PB2_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",33.20909091,3653,348695.454555,44449.944108521,4.64787121922353
"142","PC_PB2_T7H_E","G5",2,"02-Well-G5","02-Well-G5",NA,62921,43451,2821,2492,524.07,472.32,23.5,20.76,NA,120,60,120,10,110,110,120.0622054,"91.99483401","120.0425532",25.64545455,23.5,"1.091295938",22.65454545,20.76,"0.916372392",1.5,1.8,2.8,"box",12,21.18,NA,"PB2","T7H","E","T7","H","PB2_T7H",NA,NA,"PB","BL","Porites rus",25.64545455,2821,307745.4546,14530.0025779037,4.16226569135028
"143","PC_PB2_T7H_F","G6",2,"02-Well-G6","02-Well-G6",NA,8153,5428,191,120,67.93,59.03,1.59,1,NA,120,60,120,10,110,110,120.0206095,"91.95324411","120.1257862",1.736363636,1.59,"1.092052601",1.090909091,1,"0.916666667",NA,1.3,3.5,"cylinder",15,33.89778473,NA,"PB2","T7H","F","T7","H","PB2_T7H",NA,NA,"PB","BL","Porites rus",1.736363636,191,26045.45454,768.352703501283,2.88556062370581
"144","PC_PB3_T0C_A","C7",2,"02-Well-C7","02-Well-C7",NA,119235,88604,13884,12994,993.49,963.62,115.68,108.27,NA,120,60,120,10,110,110,120.0163062,"91.94910857","120.0207469",126.2181818,115.68,"1.091097699",118.1272727,108.27,"0.916553794",NA,1.1,4.8,"cylinder",10,36.97654553,NA,"PB3","T0C","A","T0","C","PB3_T0C",NA,NA,"PB","BL","Acropora pulchra",126.2181818,13884,1262181.818,34134.6602260603,4.53319558427334
"145","PC_PB3_T0C_B","C8",2,"02-Well-C8","02-Well-C8",NA,45442,32460,5568,4769,378.6,352.98,46.39,39.73,NA,120,60,120,10,110,110,120.0264131,"91.95988441","120.0258676",50.61818182,46.39,"1.091144251",43.35454545,39.73,"0.916397568",NA,0.9,2.6,"cylinder",10,17.24734367,NA,"PB3","T0C","B","T0","C","PB3_T0C",NA,NA,"PB","BL","Acropora pulchra",50.61818182,5568,506181.8182,29348.3928821139,4.46758432427053
"146","PC_PB3_T0C_C","C9",2,"02-Well-C9","02-Well-C9",NA,143668,85406,6249,4877,1196.33,928.09,52.04,40.61,"Use Sym-SSC Sym-SSC Events/μL(V)",120,60,120,10,110,110,120.0906105,"92.0234029","120.0807071",56.80909091,52.04,"1.091642792",44.33636364,40.61,"0.91595243",2.1,2.3,3.1,"box",10,32.11,NA,"PB3","T0C","C","T0","C","PB3_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",44.33636364,4877,443363.6364,13807.649841171,4.14011976490246
"147","PC_PB3_T0C_D","C10",2,"02-Well-C10","02-Well-C10",NA,56442,40224,1947,1825,470.24,437.4,16.22,15.2,NA,120,60,120,10,110,110,120.0280708,"91.96159122","120.0369914",17.7,16.22,"1.091245376",16.59090909,15.2,"0.916164384",1.1,2.6,2.1,"half box (triangle but width)",10,10.63,NA,"PB3","T0C","D","T0","C","PB3_T0C",NA,NA,"PB","BL","Pocillopora verrucosa",17.7,1947,177000,16650.987770461,4.22144000183851
"148","PC_PB3_T0C_E","C11",2,"02-Well-C11","02-Well-C11",NA,67823,47111,2894,2563,565.17,512.42,24.12,21.36,NA,120,60,120,10,110,110,120.0046004,"91.93825378","119.9834163",26.30909091,24.12,"1.09075833",23.3,21.36,"0.916738197",1,1.8,1.5,"box",10,10.2,"dead tissue avoided","PB3","T0C","E","T0","C","PB3_T0C",NA,NA,"PB","BL","Porites rus",26.30909091,2894,263090.9091,25793.2263823529,4.41150566987788
"149","PC_PB3_T0C_F","C12",2,"02-Well-C12","02-Well-C12",NA,152354,101689,7361,6776,1269.62,1106.12,61.34,56.47,NA,120,60,120,10,110,110,119.9996849,"91.93306332","120.0032605",66.91818182,61.34,"1.090938732",61.6,56.47,"0.916720779",NA,1.4,3.4,"cylinder",15,36.06548366,NA,"PB3","T0C","F","T0","C","PB3_T0C",NA,NA,"PB","BL","Porites rus",66.91818182,7361,1003772.7273,27831.9497046778,4.44454363092347
"150","PC_PB3_T7C_A","G7",2,"02-Well-G7","02-Well-G7",NA,19942,14374,3219,2723,166.12,156.27,26.81,22.68,NA,120,60,120,10,110,110,120.0457501,"91.98182633","120.0671391",29.26363636,26.81,"1.091519447",24.75454545,22.68,"0.916195373",NA,0.9,1.1,"cylinder",10,8.765043504,NA,"PB3","T7C","A","T7","C","PB3_T7C",NA,NA,"PB","BL","Acropora pulchra",29.26363636,3219,292636.3636,33386.7554070271,4.52357421548169
"151","PC_PB3_T7C_B","G8",2,"02-Well-G8","02-Well-G8",NA,171751,126958,36882,30830,1430.83,1380.44,307.26,256.84,NA,120,60,120,10,110,110,120.0359232,"91.9692272","120.0351494",335.2909091,307.26,"1.091228631",280.2727273,256.84,"0.916393124",NA,1,5.8,"cylinder",10,39.58406744,NA,"PB3","T7C","B","T7","C","PB3_T7C",NA,NA,"PB","BL","Acropora pulchra",335.2909091,36882,3352909.091,84703.500873987,4.92790136049404
"152","PC_PB3_T7C_C","G9",2,"02-Well-G9","02-Well-G9",NA,202040,147607,17624,16502,1683.64,1605.56,146.86,137.51,NA,120,60,120,10,110,110,120.0019006,"91.93490122","120.0054474",160.2181818,146.86,"1.090958612",150.0181818,137.51,"0.916622228",1.1,1.9,2.4,"box",12.5,16.49,NA,"PB3","T7C","C","T7","C","PB3_T7C",NA,NA,"PB","BL","Pocillopora verrucosa",160.2181818,17624,2002727.2725,121451.017131595,5.08440115629874
"153","PC_PB3_T7C_D","G10",2,"02-Well-G10","02-Well-G10",NA,14334,10223,1400,963,119.42,111.16,11.66,8.02,NA,120,60,120,10,110,110,120.0301457,"91.96653472","120.0686106",12.72727273,11.66,"1.091532824",8.754545455,8.02,"0.916095535",NA,1,5,"cylinder",11,34.55751919,"two overgrown/dead tips","PB3","T7C","D","T7","C","PB3_T7C","Y",NA,"PB","BL","Pocillopora verrucosa",12.72727273,1400,140000.00003,4051.21673405631,3.6075854779125
"154","PC_PB3_T7C_E","G11",2,"02-Well-G11","02-Well-G11",NA,48204,31720,911,695,401.66,344.99,7.59,5.79,NA,120,60,120,10,110,110,120.0119504,"91.94469405","120.0263505",8.281818182,7.59,"1.091148641",6.318181818,5.79,"0.916402878",1.5,2.1,2.3,"box w/ 1 missing side",10,14.88,NA,"PB3","T7C","E","T7","C","PB3_T7C",NA,NA,"PB","BL","Porites rus",8.281818182,911,82818.18182,5565.73802553763,3.74552276061445
"155","PC_PB3_T7C_F","G12",2,"02-Well-G12","02-Well-G12",NA,116905,73827,8872,7349,973.94,802.76,73.91,61.22,NA,120,60,120,10,110,110,120.0330616,"91.96646569","120.0378839",80.65454545,73.91,"1.09125349",66.80909091,61.22,"0.91634236",1.6,2.3,2.5,"box-y triangle",15,9.418989458,NA,"PB3","T7C","F","T7","C","PB3_T7C",NA,NA,"PB","BL","Porites rus",80.65454545,8872,1209818.18175,128444.583906232,5.10871579619109
"156","PC_PB3_T7H_A","H1",2,"02-Well-H1","02-Well-H1",NA,421693,85662,16685,15668,3513.3,3347.9,139.01,130.54,NA,120,60,120,10,110,110,120.0276094,"25.58678575","120.0273362",151.6818182,139.01,"1.091157601",142.4363636,130.54,"0.916479449",NA,1.2,4.3,"cylinder",10,36.94512961,NA,"PB3","T7H","A","T7","H","PB3_T7H",NA,NA,"PB","BL","Acropora pulchra",151.6818182,16685,1516818.182,41055.9713286116,4.61337633140591
"157","PC_PB3_T7H_B","H2",2,"02-Well-H2","02-Well-H2",NA,324633,220560,33461,32188,2705.06,2723.88,278.82,268.21,NA,120,60,120,10,110,110,120.0095377,"80.97273008","120.009325",304.1909091,278.82,"1.090993864",292.6181818,268.21,"0.916586927",NA,0.9,4.2,"cylinder",10,26.29513051,NA,"PB3","T7H","B","T7","H","PB3_T7H",NA,NA,"PB","BL","Acropora pulchra",304.1909091,33461,3041909.091,115683.361595911,5.06327090012112
"158","PC_PB3_T7H_C","H3",2,"02-Well-H3","02-Well-H3",NA,381235,296510,26659,25945,3175.45,3197.27,222.05,216.11,"Use Sym-SSC Sym-SSC Events/μL(V)",120,60,120,10,110,110,120.0569998,"92.73849253","120.0585454",242.3545455,222.05,"1.091441322",235.8636364,216.11,"0.916249759",1.4,1.5,3.1,"box",10,20.08,NA,"PB3","T7H","C","T7","H","PB3_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",235.8636364,25945,2358636.364,117461.970318725,5.0698972814667
"159","PC_PB3_T7H_D","H4",2,"02-Well-H4","02-Well-H4",NA,232583,172975,13574,7232,1937.63,1880.82,113.08,60.25,NA,120,60,120,10,110,110,120.0347848,"91.96786508","120.0389105",123.4,113.08,"1.091262823",65.74545455,60.25,"0.916413164",NA,1.2,4.3,"cylinder",13,36.94512961,NA,"PB3","T7H","D","T7","H","PB3_T7H",NA,NA,"PB","BL","Pocillopora verrucosa",123.4,13574,1604200,43421.1496057599,4.63770131752532
"160","PC_PB3_T7H_E","H5",2,"02-Well-H5","02-Well-H5",NA,53346,21223,919,743,444.51,230.83,7.66,6.19,NA,120,60,120,10,110,110,120.0107984,"91.94212191","119.9738903",8.354545455,7.66,"1.09067173",6.754545455,6.19,"0.916419919",0.9,2.3,2.5,"box",13.5,18.07,"No nubbin cause stupid","PB3","T7H","E","T7","H","PB3_T7H","Y","Y","PB","BL","Porites rus",8.354545455,919,112786.3636425,6241.63606211954,3.79529844218559
"161","PC_PB3_T7H_F","H6",2,"02-Well-H6","02-Well-H6",NA,50991,28526,1838,1445,424.91,310.28,15.32,12.04,NA,120,60,120,10,110,110,120.0042362,"91.93631559","119.9738903",16.70909091,15.32,"1.09067173",13.13636364,12.04,"0.916539792",1.5,2,2.5,"box",10.5,20.5,NA,"PB3","T7H","F","T7","H","PB3_T7H",NA,NA,"PB","BL","Porites rus",16.70909091,1838,175445.454555,8558.31485634146,3.93238825992968
